code,symbol,name,industry
002715,,登云股份,汽车配件
600618,,氯碱化工,化工原料
002041,,登海种业,种植业
000869,,张 裕Ａ,红黄酒
603633,,徕木股份,元器件
002909,,集泰股份,化工原料
601177,,杭齿前进,机械基件
300414,,中光防雷,元器件
000553,,安道麦A,农药化肥
300012,,华测检测,电器仪表
603331,,百达精工,专用机械
600792,,云煤能源,焦炭加工
002133,,广宇集团,全国地产
601208,,东材科技,化工原料
300747,,锐科激光,元器件
600740,,山西焦化,焦炭加工
300422,,博世科,环境保护
002630,,华西能源,专用机械
600763,,通策医疗,医疗保健
600491,,龙元建设,建筑工程
603768,,常青股份,汽车配件
601016,,节能风电,新型电力
300048,,合康新能,电气设备
600351,,亚宝药业,中成药
600051,,宁波联合,综合类
600146,,商赢环球,服饰
601015,,陕西黑猫,焦炭加工
600877,,*ST电能,电气设备
603359,,东珠生态,建筑工程
600837,,海通证券,证券
300332,,天壕环境,环境保护
000563,,陕国投Ａ,多元金融
600232,,金鹰股份,纺织
300585,,奥联电子,汽车配件
000768,,中航飞机,航空
002848,,高斯贝尔,通信设备
603678,,火炬电子,元器件
601137,,博威合金,铜
603118,,共进股份,通信设备
600613,,神奇制药,中成药
000875,,吉电股份,火力发电
603615,,茶花股份,家居用品
300645,,正元智慧,软件服务
300120,,经纬辉开,元器件
300011,,鼎汉技术,运输设备
603338,,浙江鼎力,专用机械
002899,,英派斯,文教休闲
002048,,宁波华翔,汽车配件
002783,,凯龙股份,化工原料
600622,,光大嘉宝,区域地产
300299,,富春股份,互联网
000927,,一汽夏利,汽车整车
600495,,晋西车轴,运输设备
600692,,亚通股份,房产服务
300333,,兆日科技,元器件
300095,,华伍股份,机械基件
600615,,丰华股份,小金属
000048,,康达尔,饲料
300181,,佐力药业,中成药
002707,,众信旅游,旅游服务
600132,,重庆啤酒,啤酒
600533,,栖霞建设,区域地产
002491,,通鼎互联,通信设备
000616,,海航投资,全国地产
002869,,金溢科技,通信设备
300395,,菲利华,玻璃
002603,,以岭药业,中成药
600521,,华海药业,化学制药
002262,,恩华药业,化学制药
002653,,海思科,化学制药
600303,,曙光股份,汽车整车
300355,,蒙草生态,环境保护
002156,,通富微电,半导体
000426,,兴业矿业,铅锌
000011,,深物业A,区域地产
000002,,万 科Ａ,全国地产
300737,,科顺股份,其他建材
603357,,设计总院,建筑工程
603777,,来伊份,食品
300227,,光韵达,元器件
600990,,四创电子,通信设备
600423,,*ST柳化,农药化肥
603360,,百傲化学,化工原料
002115,,三维通信,互联网
600308,,华泰股份,造纸
600241,,时代万恒,商贸代理
000880,,潍柴重机,机械基件
300226,,上海钢联,互联网
002304,,洋河股份,白酒
600468,,百利电气,电气设备
600796,,钱江生化,农药化肥
300763,,锦浪科技,电气设备
002575,,群兴玩具,文教休闲
002206,,海 利 得,化纤
300667,,必创科技,电器仪表
603616,,韩建河山,其他建材
000902,,新洋丰,农药化肥
300438,,鹏辉能源,电气设备
603136,,天目湖,旅游景点
300236,,上海新阳,半导体
300473,,德尔股份,汽车配件
600766,,园城黄金,黄金
300112,,万讯自控,电器仪表
601881,,中国银河,证券
002528,,英飞拓,IT设备
300143,,盈康生命,医疗保健
601678,,滨化股份,化工原料
600962,,国投中鲁,软饮料
002215,,诺 普 信,农药化肥
300665,,飞鹿股份,染料涂料
002421,,达实智能,软件服务
600376,,首开股份,区域地产
300380,,安硕信息,软件服务
300726,,宏达电子,元器件
002199,,东晶电子,元器件
300196,,长海股份,玻璃
300691,,联合光电,元器件
300383,,光环新网,电信运营
002424,,贵州百灵,中成药
002524,,光正集团,医疗保健
603733,,仙鹤股份,造纸
300274,,阳光电源,电气设备
002479,,富春环保,火力发电
000861,,海印股份,房产服务
002112,,三变科技,电气设备
000839,,中信国安,综合类
603103,,横店影视,影视音像
603315,,福鞍股份,机械基件
603169,,兰石重装,专用机械
600577,,精达股份,电气设备
600199,,金种子酒,白酒
300135,,宝利国际,化工原料
300680,,隆盛科技,汽车配件
002621,,美吉姆,文教休闲
603369,,今世缘,白酒
601212,,白银有色,铜
000528,,柳 工,工程机械
601233,,桐昆股份,化纤
000055,,方大集团,其他建材
300191,,潜能恒信,石油开采
300735,,光弘科技,通信设备
002013,,中航机电,航空
603383,,顶点软件,软件服务
603799,,华友钴业,小金属
002923,,润都股份,化学制药
000776,,广发证券,证券
300560,,中富通,通信设备
002788,,鹭燕医药,医药商业
300144,,宋城演艺,旅游景点
600984,,建设机械,工程机械
300310,,宜通世纪,通信设备
000637,,茂化实华,石油加工
300576,,容大感光,染料涂料
601801,,皖新传媒,出版业
601388,,怡球资源,铝
000572,,*ST 海马,汽车整车
300133,,华策影视,影视音像
000993,,闽东电力,水力发电
000506,,中润资源,黄金
002757,,南兴股份,专用机械
002534,,杭锅股份,专用机械
600684,,珠江实业,全国地产
300382,,斯莱克,专用机械
002502,,鼎龙文化,影视音像
002350,,北京科锐,电气设备
300423,,鲁亿通,电气设备
002598,,山东章鼓,机械基件
600292,,远达环保,环境保护
002456,,欧菲光,元器件
002258,,利尔化学,农药化肥
300205,,天喻信息,元器件
002641,,永高股份,塑料
000014,,沙河股份,全国地产
603596,,伯特利,汽车配件
300516,,久之洋,电器仪表
002467,,二六三,电信运营
300234,,开尔新材,陶瓷
000926,,福星股份,区域地产
600459,,贵研铂业,小金属
600791,,京能置业,全国地产
300154,,瑞凌股份,元器件
600061,,国投资本,证券
002958,,青农商行,银行
000599,,青岛双星,汽车配件
603131,,上海沪工,专用机械
300550,,和仁科技,软件服务
603698,,航天工程,专用机械
002163,,中航三鑫,装修装饰
600426,,华鲁恒升,农药化肥
603578,,三星新材,玻璃
002496,,辉丰股份,农药化肥
000592,,平潭发展,林业
300298,,三诺生物,医疗保健
002289,,*ST宇顺,元器件
601128,,常熟银行,银行
600489,,中金黄金,黄金
603917,,合力科技,汽车配件
300537,,广信材料,染料涂料
000037,,深南电A,火力发电
600467,,好当家,渔业
300296,,利亚德,半导体
300025,,华星创业,通信设备
300711,,广哈通信,通信设备
603901,,永创智能,专用机械
000166,,申万宏源,证券
603516,,淳中科技,通信设备
002296,,辉煌科技,通信设备
600419,,天润乳业,乳制品
600644,,乐山电力,水力发电
300040,,九洲电气,电气设备
002227,,奥 特 迅,电气设备
603555,,贵人鸟,服饰
603630,,拉芳家化,日用化工
002297,,博云新材,矿物制品
600189,,吉林森工,软饮料
000999,,华润三九,中成药
000582,,北部湾港,港口
603701,,德宏股份,汽车配件
002669,,康达新材,化工原料
002400,,省广集团,广告包装
000936,,华西股份,化纤
000531,,穗恒运Ａ,火力发电
603669,,灵康药业,化学制药
002223,,鱼跃医疗,医疗保健
600009,,上海机场,机场
002307,,北新路桥,建筑工程
000718,,苏宁环球,区域地产
000404,,长虹华意,专用机械
601375,,中原证券,证券
601996,,丰林集团,家居用品
600370,,三房巷,纺织
603773,,沃格光电,元器件
600939,,重庆建工,建筑工程
600636,,三爱富,化工原料
002470,,金正大,农药化肥
000783,,长江证券,证券
603229,,奥翔药业,化学制药
300462,,华铭智能,专用机械
601398,,工商银行,银行
600711,,盛屯矿业,小金属
603877,,太平鸟,服饰
002962,,五方光电,元器件
300037,,新宙邦,化工原料
603050,,科林电气,电气设备
600863,,内蒙华电,火力发电
603811,,诚意药业,化学制药
600202,,哈空调,电气设备
002248,,华东数控,机床制造
600739,,辽宁成大,商贸代理
600834,,申通地铁,公共交通
300086,,康芝药业,化学制药
600702,,舍得酒业,白酒
300170,,汉得信息,软件服务
000070,,特发信息,通信设备
601636,,旗滨集团,玻璃
002164,,宁波东力,电气设备
603317,,天味食品,食品
603021,,山东华鹏,玻璃
601908,,京运通,新型电力
600561,,江西长运,公共交通
300518,,盛讯达,软件服务
600515,,海航基础,全国地产
300067,,安诺其,染料涂料
002896,,中大力德,机械基件
000045,,深纺织Ａ,元器件
002677,,浙江美大,家用电器
600667,,太极实业,半导体
601003,,柳钢股份,普钢
002214,,大立科技,电器仪表
300171,,东富龙,医疗保健
603086,,先达股份,农药化肥
600103,,青山纸业,造纸
300641,,正丹股份,化工原料
600540,,新赛股份,种植业
300712,,永福股份,建筑工程
600456,,宝钛股份,小金属
300156,,神雾环保,环境保护
300150,,世纪瑞尔,软件服务
600048,,保利地产,全国地产
000538,,云南白药,中成药
601788,,光大证券,证券
600354,,敦煌种业,种植业
002229,,鸿博股份,广告包装
601226,,华电重工,专用机械
000996,,中国中期,汽车服务
000036,,华联控股,全国地产
600567,,山鹰纸业,造纸
002187,,广百股份,百货
000897,,*ST津滨,区域地产
600728,,佳都科技,软件服务
600020,,中原高速,路桥
002024,,苏宁易购,电器连锁
600543,,莫高股份,红黄酒
002279,,久其软件,软件服务
002025,,航天电器,元器件
603043,,广州酒家,食品
600037,,歌华有线,影视音像
600030,,中信证券,证券
603228,,景旺电子,元器件
600266,,北京城建,区域地产
300769,,德方纳米,化工原料
300548,,博创科技,元器件
000731,,四川美丰,农药化肥
600280,,中央商场,百货
002681,,奋达科技,家用电器
000665,,湖北广电,影视音像
000595,,宝塔实业,机械基件
002389,,航天彩虹,元器件
600126,,杭钢股份,普钢
601333,,广深铁路,铁路
000005,,世纪星源,环境保护
002645,,华宏科技,专用机械
600630,,龙头股份,纺织
000728,,国元证券,证券
300787,,海能实业,通信设备
601598,,中国外运,仓储物流
600066,,宇通客车,汽车整车
600322,,天房发展,区域地产
300343,,联创股份,互联网
300197,,铁汉生态,环境保护
601929,,吉视传媒,影视音像
000856,,冀东装备,机械基件
300474,,景嘉微,元器件
603198,,迎驾贡酒,白酒
600626,,申达股份,纺织
600197,,伊力特,白酒
603126,,中材节能,环境保护
601899,,紫金矿业,黄金
300341,,麦克奥迪,电气设备
002926,,华西证券,证券
000544,,中原环保,环境保护
300071,,华谊嘉信,广告包装
603828,,柯利达,装修装饰
600153,,建发股份,商贸代理
300762,,上海瀚讯,通信设备
000020,,深华发Ａ,元器件
300315,,掌趣科技,互联网
603713,,密尔克卫,仓储物流
300443,,金雷股份,专用机械
002946,,新乳业,乳制品
600336,,澳柯玛,家用电器
002102,,ST冠福,化学制药
600188,,兖州煤业,煤炭开采
000705,,浙江震元,医药商业
601211,,国泰君安,证券
002492,,恒基达鑫,仓储物流
600056,,中国医药,医药商业
601198,,东兴证券,证券
002661,,克明面业,食品
002544,,杰赛科技,软件服务
002121,,科陆电子,电器仪表
300157,,恒泰艾普,石油开采
300523,,辰安科技,软件服务
002722,,金轮股份,纺织机械
600119,,*ST长投,仓储物流
002549,,凯美特气,环境保护
002149,,西部材料,小金属
300260,,新莱应材,机械基件
600128,,弘业股份,商贸代理
600537,,亿晶光电,半导体
300486,,东杰智能,专用机械
600601,,方正科技,IT设备
300637,,扬帆新材,化工原料
300219,,鸿利智汇,元器件
300496,,中科创达,软件服务
002232,,启明信息,软件服务
002671,,龙泉股份,其他建材
600871,,石化油服,石油开采
600400,,红豆股份,服饰
002682,,龙洲股份,公路
002523,,天桥起重,工程机械
000900,,现代投资,路桥
002665,,首航节能,电气设备
600773,,西藏城投,区域地产
002159,,三特索道,旅游服务
603041,,美思德,化工原料
600520,,文一科技,机械基件
002920,,德赛西威,汽车配件
600035,,楚天高速,路桥
000030,,富奥股份,汽车配件
603687,,大胜达,广告包装
300752,,隆利科技,元器件
000012,,南 玻Ａ,玻璃
603685,,晨丰科技,电气设备
600960,,渤海汽车,汽车配件
000812,,陕西金叶,广告包装
000540,,中天金融,多元金融
600741,,华域汽车,汽车配件
002706,,良信电器,电气设备
002055,,得润电子,元器件
600295,,鄂尔多斯,小金属
600508,,上海能源,煤炭开采
300504,,天邑股份,通信设备
601099,,太平洋,证券
603985,,恒润股份,机械基件
600369,,西南证券,证券
002073,,软控股份,软件服务
603389,,亚振家居,家居用品
600655,,豫园股份,百货
601366,,利群股份,百货
000017,,深中华A,文教休闲
603579,,荣泰健康,医疗保健
002678,,珠江钢琴,文教休闲
002062,,宏润建设,建筑工程
600133,,东湖高新,园区开发
000564,,供销大集,百货
002832,,比音勒芬,服饰
600868,,梅雁吉祥,水力发电
600293,,三峡新材,互联网
601992,,金隅集团,水泥
600715,,文投控股,影视音像
603922,,金鸿顺,汽车配件
603269,,海鸥股份,机械基件
600345,,长江通信,通信设备
002890,,弘宇股份,农用机械
603829,,洛凯股份,电气设备
300322,,硕贝德,通信设备
300690,,双一科技,电气设备
300647,,超频三,元器件
300628,,亿联网络,通信设备
002694,,顾地科技,塑料
300634,,彩讯股份,软件服务
002254,,泰和新材,化纤
002301,,齐心集团,文教休闲
002593,,日上集团,汽车配件
300727,,润禾材料,化工原料
600748,,上实发展,全国地产
600720,,祁连山,水泥
300620,,光库科技,元器件
600397,,安源煤业,煤炭开采
603888,,新华网,互联网
002465,,海格通信,通信设备
300500,,启迪设计,建筑工程
603098,,森特股份,装修装饰
603100,,川仪股份,电器仪表
603712,,七一二,通信设备
300622,,博士眼镜,其他商业
000503,,国新健康,医疗保健
300425,,环能科技,环境保护
300283,,温州宏丰,电气设备
000962,,东方钽业,小金属
603116,,红蜻蜓,服饰
600870,,ST厦华,家用电器
600311,,荣华实业,黄金
300233,,金城医药,化学制药
600406,,国电南瑞,软件服务
000059,,华锦股份,石油加工
002391,,长青股份,农药化肥
002466,,天齐锂业,小金属
300098,,高新兴,通信设备
000008,,神州高铁,运输设备
002034,,旺能环境,环境保护
600298,,安琪酵母,食品
603665,,康隆达,纺织
600169,,太原重工,工程机械
002687,,乔治白,服饰
300003,,乐普医疗,医疗保健
603309,,维力医疗,医疗保健
000831,,五矿稀土,小金属
002635,,安洁科技,IT设备
600559,,老白干酒,白酒
603085,,天成自控,汽车配件
600724,,宁波富达,区域地产
600555,,海航创新,旅游服务
600162,,香江控股,全国地产
002178,,延华智能,建筑工程
000899,,赣能股份,火力发电
000516,,国际医学,医疗保健
600593,,大连圣亚,旅游服务
002935,,天奥电子,元器件
000782,,美达股份,化纤
000605,,渤海股份,水务
000813,,德展健康,化学制药
601229,,上海银行,银行
600970,,中材国际,建筑工程
600287,,江苏舜天,商贸代理
002348,,高乐股份,文教休闲
600178,,东安动力,汽车配件
002813,,路畅科技,汽车配件
601898,,中煤能源,煤炭开采
000905,,厦门港务,港口
000713,,丰乐种业,种植业
002222,,福晶科技,元器件
601699,,潞安环能,煤炭开采
603929,,亚翔集成,装修装饰
000625,,长安汽车,汽车整车
300308,,中际旭创,通信设备
300114,,中航电测,元器件
600331,,宏达股份,铅锌
600078,,澄星股份,化工原料
300111,,向日葵,半导体
603939,,益丰药房,医药商业
601789,,宁波建工,建筑工程
002402,,和而泰,元器件
600594,,益佰制药,中成药
000750,,国海证券,证券
002594,,比亚迪,汽车整车
300488,,恒锋工具,机械基件
603037,,凯众股份,汽车配件
300660,,江苏雷利,电气设备
600897,,厦门空港,机场
600887,,伊利股份,乳制品
002514,,宝馨科技,机械基件
603729,,龙韵股份,广告包装
300364,,中文在线,出版业
002283,,天润曲轴,汽车配件
300118,,东方日升,半导体
600062,,华润双鹤,化学制药
600909,,华安证券,证券
000524,,岭南控股,酒店餐饮
601018,,宁波港,港口
603801,,志邦家居,家居用品
601377,,兴业证券,证券
300212,,易华录,软件服务
300606,,金太阳,矿物制品
300394,,天孚通信,通信设备
300309,,吉艾科技,多元金融
000709,,河钢股份,普钢
002171,,楚江新材,铜
603388,,元成股份,建筑工程
600325,,华发股份,区域地产
300051,,三五互联,互联网
000767,,漳泽电力,火力发电
000611,,*ST天首,纺织
002945,,华林证券,证券
600983,,惠而浦,家用电器
300509,,新美星,专用机械
300053,,欧比特,半导体
601866,,中远海发,水运
000584,,哈工智能,专用机械
603567,,珍宝岛,中成药
601666,,平煤股份,煤炭开采
600141,,兴发集团,化工原料
600597,,光明乳业,乳制品
002825,,纳尔股份,化工原料
002519,,银河电子,通信设备
600058,,五矿发展,商贸代理
002106,,莱宝高科,元器件
300643,,万通智控,汽车配件
002823,,凯中精密,机械基件
002686,,亿利达,专用机械
000413,,东旭光电,元器件
300243,,瑞丰高材,化工原料
002145,,中核钛白,化工原料
000877,,天山股份,水泥
603716,,塞力斯,医药商业
600744,,华银电力,火力发电
002652,,扬子新材,其他建材
002601,,龙蟒佰利,化工原料
603180,,金牌厨柜,家居用品
000661,,长春高新,生物制药
000973,,佛塑科技,塑料
603658,,安图生物,医疗保健
600409,,三友化工,化工原料
600137,,浪莎股份,服饰
300615,,欣天科技,元器件
300288,,朗玛信息,软件服务
300225,,金力泰,染料涂料
002360,,同德化工,化工原料
000663,,永安林业,林业
002738,,中矿资源,小金属
601369,,陕鼓动力,机械基件
601518,,吉林高速,路桥
002846,,英联股份,广告包装
600848,,上海临港,园区开发
603890,,春秋电子,机械基件
002871,,伟隆股份,机械基件
600105,,永鼎股份,通信设备
000514,,渝 开 发,区域地产
600936,,广西广电,影视音像
603680,,今创集团,运输设备
002905,,金逸影视,影视音像
603991,,至正股份,塑料
600969,,郴电国际,水力发电
002824,,和胜股份,铝
002721,,金一文化,服饰
002559,,亚威股份,机床制造
300520,,科大国创,软件服务
601567,,三星医疗,电器仪表
002306,,ST云网,酒店餐饮
300103,,达刚控股,工程机械
000816,,ST慧业,农用机械
601688,,华泰证券,证券
002876,,三利谱,元器件
600176,,中国巨石,玻璃
000762,,西藏矿业,小金属
601101,,昊华能源,煤炭开采
600785,,新华百货,百货
002168,,惠程科技,互联网
000828,,东莞控股,路桥
300623,,捷捷微电,半导体
002300,,太阳电缆,电气设备
600794,,保税科技,仓储物流
002345,,潮宏基,服饰
600183,,生益科技,元器件
000416,,民生控股,多元金融
600429,,三元股份,乳制品
603055,,台华新材,纺织
002412,,汉森制药,中成药
002406,,远东传动,汽车配件
600649,,城投控股,区域地产
002960,,青鸟消防,专用机械
000530,,大冷股份,机械基件
600704,,物产中大,商贸代理
002413,,雷科防务,通信设备
300582,,英飞特,半导体
600057,,厦门象屿,仓储物流
600809,,山西汾酒,白酒
000890,,法 尔 胜,多元金融
603648,,畅联股份,仓储物流
000631,,顺发恒业,区域地产
000065,,北方国际,建筑工程
002741,,光华科技,化工原料
601001,,大同煤业,煤炭开采
600731,,湖南海利,农药化肥
002516,,旷达科技,纺织
300679,,电连技术,元器件
002760,,凤形股份,机械基件
600252,,中恒集团,中成药
601958,,金钼股份,小金属
600841,,上柴股份,机械基件
600676,,交运股份,公共交通
600859,,王府井,百货
603590,,康辰药业,化学制药
603656,,泰禾光电,专用机械
000758,,中色股份,铅锌
000690,,宝新能源,火力发电
600265,,ST景谷,林业
000623,,吉林敖东,化学制药
000929,,兰州黄河,啤酒
601126,,四方股份,电气设备
002029,,七 匹 狼,服饰
601106,,中国一重,工程机械
002346,,柘中股份,电气设备
600623,,华谊集团,汽车配件
300459,,金科文化,互联网
600090,,同济堂,医药商业
300344,,太空智造,软件服务
300349,,金卡智能,软件服务
600010,,包钢股份,普钢
300168,,万达信息,软件服务
300749,,顶固集创,家居用品
000759,,中百集团,超市连锁
600566,,济川药业,中成药
002883,,中设股份,建筑工程
000046,,泛海控股,全国地产
600180,,瑞茂通,仓储物流
000859,,国风塑业,塑料
000732,,泰禾集团,区域地产
300644,,南京聚隆,塑料
300444,,双杰电气,电气设备
300335,,迪森股份,供气供热
002959,,小熊电器,家用电器
000753,,漳州发展,汽车服务
600487,,亨通光电,通信设备
002943,,宇晶股份,机床制造
300654,,世纪天鸿,出版业
601222,,林洋能源,电器仪表
002953,,日丰股份,电气设备
000610,,西安旅游,旅游服务
002866,,传艺科技,IT设备
002388,,新亚制程,元器件
601216,,君正集团,化工原料
002747,,埃斯顿,机械基件
600006,,东风汽车,汽车整车
300129,,泰胜风能,电气设备
603718,,海利生物,生物制药
600365,,通葡股份,红黄酒
300097,,智云股份,电器仪表
000419,,通程控股,百货
300633,,开立医疗,医疗保健
002218,,拓日新能,半导体
600302,,标准股份,纺织机械
300418,,昆仑万维,互联网
600855,,航天长峰,专用机械
300065,,海兰信,软件服务
002165,,红 宝 丽,化工原料
603197,,保隆科技,汽车配件
600782,,新钢股份,普钢
601188,,龙江交通,路桥
600734,,实达集团,IT设备
300175,,朗源股份,食品
600190,,锦州港,港口
300569,,天能重工,专用机械
600707,,彩虹股份,元器件
300001,,特锐德,电气设备
600999,,招商证券,证券
300339,,润和软件,软件服务
002623,,亚玛顿,玻璃
002509,,天广中茂,专用机械
002532,,新界泵业,农用机械
300721,,怡达股份,化工原料
603996,,ST中新,家用电器
601010,,文峰股份,超市连锁
000952,,广济药业,化学制药
600867,,通化东宝,生物制药
600416,,湘电股份,电气设备
300501,,海顺新材,广告包装
600239,,云南城投,区域地产
002060,,粤 水 电,建筑工程
600284,,浦东建设,建筑工程
300348,,长亮科技,软件服务
002906,,华阳集团,汽车配件
603506,,南都物业,房产服务
600694,,大商股份,百货
002628,,成都路桥,建筑工程
000019,,深粮控股,其他商业
002066,,瑞泰科技,其他建材
002657,,中科金财,软件服务
300329,,海伦钢琴,文教休闲
603113,,金能科技,化工原料
600705,,中航资本,多元金融
600340,,华夏幸福,区域地产
002123,,梦网集团,互联网
000788,,北大医药,化学制药
603015,,弘讯科技,电气设备
601777,,力帆股份,摩托车
603016,,新宏泰,电气设备
300595,,欧普康视,医疗保健
300286,,安科瑞,电器仪表
002294,,信立泰,化学制药
002116,,中国海诚,建筑工程
603676,,卫信康,化学制药
603988,,中电电机,电气设备
002026,,山东威达,机械基件
300671,,富满电子,半导体
603606,,东方电缆,电气设备
300337,,银邦股份,铝
600059,,古越龙山,红黄酒
601127,,小康股份,汽车配件
600551,,时代出版,出版业
002342,,巨力索具,机械基件
002578,,闽发铝业,铝
300430,,诚益通,电器仪表
002464,,众应互联,互联网
300759,,康龙化成,化学制药
000925,,众合科技,专用机械
002763,,汇洁股份,服饰
600282,,南钢股份,普钢
300583,,赛托生物,生物制药
603258,,电魂网络,互联网
002622,,融钰集团,综合类
300307,,慈星股份,纺织机械
002536,,飞龙股份,汽车配件
603183,,建研院,建筑工程
600039,,四川路桥,建筑工程
000863,,三湘印象,区域地产
002127,,南极电商,互联网
601326,,秦港股份,港口
002638,,勤上股份,文教休闲
600582,,天地科技,工程机械
002676,,顺威股份,塑料
603387,,基蛋生物,生物制药
002460,,赣锋锂业,小金属
002855,,捷荣技术,塑料
601727,,上海电气,电气设备
000657,,中钨高新,小金属
000823,,超声电子,元器件
600117,,西宁特钢,特种钢
300597,,吉大通信,通信设备
603679,,华体科技,电气设备
300188,,美亚柏科,软件服务
000555,,神州信息,软件服务
600094,,大名城,区域地产
000537,,广宇发展,区域地产
002310,,东方园林,建筑工程
300026,,红日药业,中成药
002387,,维信诺,元器件
300617,,安靠智电,电气设备
603508,,思维列控,软件服务
000006,,深振业Ａ,区域地产
300036,,超图软件,软件服务
603278,,大业股份,钢加工
600186,,*ST莲花,食品
300608,,思特奇,软件服务
300013,,新宁物流,仓储物流
600787,,中储股份,仓储物流
603817,,海峡环保,环境保护
300138,,晨光生物,食品
600483,,福能股份,火力发电
600977,,中国电影,影视音像
300406,,九强生物,生物制药
600327,,大东方,百货
300720,,海川智能,电器仪表
000668,,荣丰控股,区域地产
603259,,药明康德,化学制药
603322,,超讯通信,通信设备
600348,,阳泉煤业,煤炭开采
600665,,天地源,全国地产
600392,,盛和资源,小金属
002468,,申通快递,仓储物流
002639,,雪人股份,专用机械
000617,,中油资本,多元金融
600851,,海欣股份,化学制药
000430,,张家界,旅游景点
300694,,蠡湖股份,汽车配件
600770,,综艺股份,综合类
600221,,海航控股,空运
300375,,鹏翎股份,汽车配件
600326,,西藏天路,水泥
603303,,得邦照明,家用电器
300259,,新天科技,电器仪表
600919,,江苏银行,银行
603709,,中源家居,家居用品
002616,,长青集团,环境保护
300101,,振芯科技,通信设备
601012,,隆基股份,半导体
600318,,新力金融,多元金融
002113,,ST天润,互联网
600771,,广誉远,中成药
600708,,光明地产,全国地产
600572,,康恩贝,中成药
002929,,润建股份,通信设备
603855,,华荣股份,专用机械
002692,,ST远程,电气设备
002140,,东华科技,建筑工程
601668,,中国建筑,建筑工程
601766,,中国中车,运输设备
002398,,垒知集团,其他建材
300445,,康斯特,电器仪表
601828,,美凯龙,其他商业
600798,,宁波海运,水运
300446,,乐凯新材,化工原料
002837,,英维克,专用机械
300194,,福安药业,化学制药
600367,,红星发展,化工原料
300160,,秀强股份,玻璃
002656,,摩登大道,服饰
600875,,东方电气,电气设备
600755,,厦门国贸,商贸代理
600444,,国机通用,塑料
300611,,美力科技,机械基件
000717,,韶钢松山,普钢
600505,,西昌电力,水力发电
600995,,文山电力,水力发电
300091,,金通灵,机械基件
000415,,渤海租赁,多元金融
600746,,江苏索普,化工原料
000970,,中科三环,元器件
600380,,健康元,化学制药
000901,,航天科技,航空
600695,,绿庭投资,多元金融
300411,,金盾股份,专用机械
300638,,广和通,通信设备
002285,,世联行,房产服务
000626,,远大控股,商贸代理
002023,,海特高新,航空
600378,,昊华科技,化工原料
600973,,宝胜股份,电气设备
300472,,新元科技,专用机械
600390,,五矿资本,多元金融
300064,,豫金刚石,矿物制品
300649,,杭州园林,建筑工程
600800,,天津磁卡,综合类
600583,,海油工程,石油开采
600756,,浪潮软件,软件服务
600633,,浙数文化,互联网
603032,,德新交运,公路
002608,,江苏国信,火力发电
002302,,西部建设,水泥
600664,,哈药股份,化学制药
002942,,新农股份,农药化肥
002401,,中远海科,软件服务
600246,,万通地产,区域地产
600165,,新日恒力,钢加工
300409,,道氏技术,陶瓷
002009,,天奇股份,工程机械
300242,,佳云科技,互联网
000042,,中洲控股,全国地产
603809,,豪能股份,汽车配件
600091,,ST明科,化工原料
002386,,天原集团,化工原料
002192,,融捷股份,专用机械
300707,,威唐工业,专用机械
600602,,云赛智联,软件服务
603960,,克来机电,专用机械
600854,,春兰股份,家用电器
600175,,美都能源,综合类
300407,,凯发电气,电气设备
600290,,华仪电气,电气设备
000510,,新金路,化工原料
600660,,福耀玻璃,汽车配件
600050,,中国联通,电信运营
300681,,英搏尔,元器件
300487,,蓝晓科技,化工原料
002481,,双塔食品,食品
600352,,浙江龙盛,染料涂料
002379,,宏创控股,铝
000695,,滨海能源,广告包装
000539,,粤电力Ａ,火力发电
300584,,海辰药业,化学制药
000028,,国药一致,医药商业
000733,,振华科技,元器件
300377,,赢时胜,软件服务
600879,,航天电子,航空
002540,,亚太科技,铝
002122,,*ST天马,机械基件
300578,,会畅通讯,通信设备
000938,,紫光股份,软件服务
601111,,中国国航,空运
002136,,安 纳 达,化工原料
601008,,连云港,港口
002816,,和科达,专用机械
002774,,快意电梯,运输设备
000860,,顺鑫农业,白酒
000685,,中山公用,水务
603895,,天永智能,专用机械
002753,,永东股份,化工原料
002877,,智能自控,电器仪表
002709,,天赐材料,化工原料
600987,,航民股份,纺织
000800,,一汽轿车,汽车整车
601880,,大连港,港口
600366,,宁波韵升,电器仪表
601002,,晋亿实业,机械基件
000883,,湖北能源,火力发电
000670,,*ST盈方,元器件
002561,,徐家汇,百货
600269,,赣粤高速,路桥
600959,,江苏有线,影视音像
600420,,现代制药,化学制药
603703,,盛洋科技,通信设备
002083,,孚日股份,纺织
000755,,山西路桥,公路
300668,,杰恩设计,装修装饰
600502,,安徽建工,建筑工程
300684,,中石科技,化工原料
002403,,爱仕达,家用电器
300297,,蓝盾股份,软件服务
603992,,松霖科技,家居用品
300625,,三雄极光,半导体
002917,,金奥博,化工原料
600580,,卧龙电驱,电气设备
600653,,申华控股,汽车服务
600838,,上海九百,百货
603019,,中科曙光,IT设备
600713,,南京医药,医药商业
002355,,兴民智通,汽车配件
000560,,我爱我家,房产服务
000878,,云南铜业,铜
300419,,浩丰科技,软件服务
600886,,国投电力,水力发电
600652,,*ST游久,互联网
603816,,顾家家居,家居用品
600549,,厦门钨业,小金属
300553,,集智股份,电器仪表
603577,,汇金通,钢加工
603328,,依顿电子,元器件
002918,,蒙娜丽莎,其他建材
